text,sentiment
  Happy Monday!!  Hope you have a great week!,positive
"#liesboystell Your the only one, I love (they really have several women)",negative
Anyone want to stop by Carl`s Jr and bring me a chicken club?  Can barely walk...,negative
" Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in",neutral
He`s a mess. But iLove him,neutral
"  dudes, c`mon - that`s almost the ghey!",neutral
So bored.... couldn`t go to a-kon...,negative
" that is definitely an easier way of saying it, yes",positive
 fantastic.... pick up a **** for me,positive
 psh... I`m not cool enough to go to their open-houses.,negative
 One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,neutral
"nvm, lexi`s playlist is working its magic",positive
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",positive
The hair looks sicckkkk.  Happy mothers day to all the mothers!,neutral
 will do! I may just have to keep it on my shelf with the rest of my old cameras,neutral
 Charlene my love. I miss you,negative
_blache Night! Doze well.,neutral
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",negative
 Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,neutral
 awww wish I was there! Have a brew for me B!,positive
 I would love to but sadly I have to work,neutral
 It was fun  At a friends house cuz you know I don`t have a yard big enough for a firepit. SNIFFLE!,positive
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",neutral
"thx for all the nice 'it`s going to be alright' mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",positive
 they really do. it is a crying shame.,negative
 #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral
_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!,positive
All ready for costume making! But... there`s no one here...!,neutral
Kudai a Pop Rock band from Chile is the last one taking the stage tonight.,neutral
Brake time!! Nothing for lunch. Tonite.,neutral
" You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",positive
I want korean bbq so baddd but no one can come with me,negative
 Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,positive
"MIT bookstore has best book selection, but it`s the one bookstore I have no coupons or discounts for",positive
Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,neutral
 that`s dope!  stay out of trouble,neutral
Back in the office for a hectic week - but the weekend was awesome,neutral
Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I just took Benadryl,negative
" Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.",neutral
_Johnson: have a good night,positive
  Nice start to the holiday!,positive
First sports banquet without katie,neutral
boooo on life decisions....bottle of wine be my lucky eight ball tonight,positive
i still DON`T have the internet @ home  ****,negative
I`ve experienced apathy over empathy in customer service situations too many times recently.,negative
"Gooooooood morning, campers!  And happy Mother`s Day!",positive
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",neutral
I`m soooooooo hungry right now. DH is still not home.,neutral
  you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc,neutral
No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*,neutral
" Hmm... it`s a miracle you`re using twitter, and it`s fun... so... Tweet!",positive
" Aww, thanks!",positive
Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   #FAIL,negative
Wish I was at sri panwa now,positive
back from lunch and it`s pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!,positive
Sunglasses whores   http://twitpic.com/4wtzj,neutral
is MySpace mobile free? or do u have 2 have credit... cause they are liers,negative
" heh, i meant differences between b3 and b4",neutral
 I can`t stream videos on my phone,neutral
  me too! i don`t know why every time i listen to it i start to cry!,neutral
 yeah wtf with that? my noggin doesn`t take to either,neutral
I wanna buy a million copies. But i aint that rich   just buy some more copies urself hahah,negative
 buy me a taco! haha. i don`t want to stand in line,neutral
 indeed,neutral
" c is nice, but I wouldn`t call it fun",neutral
Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,neutral
I have just looked the time and it is #BGT in 20mins. I may hibernate for an hour or so.,neutral
 I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!,neutral
the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,neutral
"right im off for a shower my little treasures, ill see you later on",positive
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,positive
loggade visst min 400e cache i lï¿½rdags!,neutral
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative
" ohhh. i didn`t log on there, pity me. was it great?",negative
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",positive
At TGC concert  good to see old friends and remember the old times!,positive
If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative
I honestly feel like I`m not healing or getting any better. This is not good,negative
I had fun at Daisy`s Mexican Fiesta .,neutral
 thanks! Will check next time I`m in Target. It`s over an hour away,neutral
" Easy, I`m trying to learn   Serious and normal....two new words for me ;)",positive
'Friends are the same soul different bodies.' Plato,positive
 I saw that!!!!,neutral
"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",positive
 at least posada had a good ab,positive
 not a fan,negative
At the airport waiting,neutral
 I cancelled a run in favour of... staying in. Wish I monies for pubulation tho,positive
Woot. just had my interview! went awsome! I didn`t get to talk with Mr. Johnny thought...  oh well I still did really good!,positive
" lol - that`s what hubby`s are there for, to think their wives are nuts.",negative
 Bye ! Have a great time being whisked away,positive
has enjoyed her first day of summer,positive
Pshh i dont have it,negative
Jeff & I are looking for long lasting love! Just not with each other we both like Men,positive
" it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",negative
 i`m getting this assignment done,neutral
"_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It`s $80!",neutral
 Thanks for making me laugh,positive
Off to class,neutral
"Something is totally eating up my broc, cab and beans   Insecticidal soap just isn`t getting rid of the pests but I don`t want chemicals",negative
 haha  i did! many times before!,neutral
Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,negative
Its times like these that I miss Manila. I`m not feeling up to myself lately,negative
 time will tell,neutral
 very much much much mash!!!! more please,positive
really want to go to the nets,neutral
 maybe I missed my chance this time,negative
" def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&vinegar...they tasted GREAT!",positive
 my three most hated words are 'see you monday',negative
working until10,neutral
 My long lost friend!,negative
" Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both",positive
I`m dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don`t hit very often.,neutral
Lots of confusions I`ve at my work place..,negative
 your SMS managed to crash my phone.,negative
sore head..hope my girls ok,neutral
says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,positive
_club wished I could have been there last night. Sounds like it was rocking! Can`t wait to see pix or vids,positive
is feeling so giddy and wanna go home.,negative
Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  <3 lurvee ya`ll[;>,neutral
wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive
"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",negative
In bed can`t sleep .... Something is missing.....,negative
Grrrr....I got the wrong size coat for the sheep,negative
 oh dear  not fun,negative
_KittyKat That`s very nice of him.,positive
 we are tooo fly boo,neutral
"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c",negative
I don`t want to quit my job.,neutral
"i hate working, especially when the weather is good",negative
"wants to set up a coffee shop, but he has no money to do it",neutral
"LOVED AP Tour in Columbus, OH last night! I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!",neutral
  aw. that sounds amazing  But I think I have work. Thank you for inviting me though,positive
" I`m trying my dang hardest to not watch the movie again until I finish the book, again.",negative
" You are welcome, xuxu",positive
I can`t sleep...I keep thinking about the puppy I played with today,neutral
"Walking the puppies downtown. Also, mystery of missing cat solved: he hid himself in the basement for nearly two days.",negative
Car-warmed Sprite tastes like sore throat,negative
my hairs straight  lmao,neutral
_Willhoit Hoping your A/C is being fixed right now for you!,positive
 Whole Earth Festival,neutral
hello thereeeeeee,neutral
 Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,positive
 Indeed I did get your song however am unable to listen.,neutral
"It`s not even cold here, but im wearin a big jacket! It`s got cat ears on it",neutral
"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neutral
 You missed me!  lol,neutral
 Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily  ****,positive
R.i.p. to my lil sis`s cousins babyfather Jimmy aka GemStar,negative
 thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,negative
In bed after a good last saturday in ec. I`m gonna miss this place but can`t wait til summer,negative
i tried calling work 5 times and they wont answer,negative
" oh no, sorry to hear abt Firefox crashing on you.",negative
" very much so  You know I am coming now on Thursday too right, are there door sales ??",neutral
i jus love doin night shifts...will be done in an hour,positive
"And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral
 **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,positive
 I don`t mind Sam. But I liked Kate more.  I don`t like Chris. He`s smarmy.,negative
On my flight headed 2 denver...see yall in a min,neutral
Thinks twitter doesn`t like me,negative
I can`t sleep ugh!! and I have **** to do all **** day tomorrow. Wanting to take a sleeping pill but I know Ill get up late,negative
Sad thing is samsam loves my sexy crooked body! And she wants to **** it now,neutral
_Joelted i will definately be there tomorrow,positive
Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,negative
Watching maxium 100. Why can`t I look beautiful like those girls.,negative
 not having your lights on concerns me! Lol! Stay safe!,neutral
had my lip pierced for about 30 minutes.  and then it died.,neutral
Don`t let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,positive
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,neutral
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative
_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,positive
 its bout smoking weed,neutral
http://twitpic.com/4wk9i - I should really try a different pose some time.,neutral
Back at home and phone my grandma... I love her and miss her,neutral
Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),positive
is going to a wedding in the afternoon,neutral
ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but Jonesy won`t have much company @ dad-in-law,negative
Going to bed. Talk to ya later!  goodnight birdies LOL,positive
http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,neutral
 when are u gonna host Saturday night live!! i`ve been waiting for like 2 yearsssssss!!,neutral
 I SLEPT THROUGH MY ALARMS  woke up at 6 instead of 4  i feel like a complete tool,positive
 http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,positive
watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,negative
" never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though.",neutral
Feeling much better  Doing History Research.,positive
hope your weekend was fabulous  do anything interesting?,positive
 I`ve read about those. They`re cool. You should definitely get one,positive
 Umm..ok..just don`t start cats on fire..  ...promise,negative
 Touch My Hand video = simply amazing.  Love it.,positive
just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy,neutral
   Goodnite sexy twiggas,positive
 How could you go to Cali without me??? I`m sad.,negative
Just came 11th in cross country and beat dumbo,neutral
 'Perfect Practice makes Perfect',positive
" I know. I think I`m going to have to miss it, though.  This is when sacrificing money for job happiness sucks ****.",negative
" Girl, if you were part of the tour, I would seriously be the first in line for tickets.  Just sayin`.",neutral
just got home.,neutral
My dreams have been crushed...Spock does not like the ladies.,negative
"Possible case of H1N1 at Ft. Knox (KY) http://tiny.cc/gNYq7. Note: this is for info purposes only, so there`s still no need to panic",neutral
constantly looking at the clockkk..come on 11pm!,neutral
"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",neutral
" - u aint lost me, i`m right here",neutral
" hey kellie,how are u?I FEEL HORRIBLE!",negative
 you guys ROCKED IT tonight in LA!! Love ya guys and cab wait to see another awesome show soon,positive
night to  - the light dims as you leave the chat room,neutral
"I`ve been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee.",negative
 Aw  *hugs* Sorry man.  If I were rich I`d buy u a ticket NOW!,neutral
Happy Mothers Day to all you mom out there,positive
" daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",neutral
" Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral
Head is throbbing from lack of sleep and still have mucho work. Doesn`t feel like a Friday,negative
" EpiCentre Wheelock Place, 250 units & for tourists only. Starting today",neutral
Somebody buy me a plane ticket home!! I miss my girl...,negative
wants to go home and see Erin,positive
 cuz ima always late haha dammit she got me good,neutral
 that is yo name girllll!,neutral
"why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr",neutral
Made it home..Night my twitties,neutral
Happy Star Wars Day // Will Week,positive
healthy food is NOT helping my hangover,negative
Wow... I was tricked into the #hoppusday hype today....,positive
 sounds like my kinda day,positive
It`s pissing me off and not letting me follow ericka,negative
Steve Aoki  sorry. May b nxt time.,negative
 Loved the comment on flashcads! I`m old school too!,positive
  BUT THEY ARE EXPENSIVE.,negative
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
Woo hoo party over here. Its gonna be fun,positive
 YEAY!. haha. thank you so much jiah,positive
 Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!,positive
"I actually participated in lit today :p Also, it better not rain",neutral
I want it NOW..  finally found what I wanted ..,positive
"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",negative
"Housemate saw Angel & Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg",neutral
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,negative
omg supernatural is on after good news week,neutral
nooo i cant be sick...not now! im about to go see my new nephew,negative
PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!!,negative
 There`s loads of highly qualified stuff  and loads STILL using snail mail.,negative
  I know.  Sorry.,negative
kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,neutral
"I`m not going to lie, I`m loving the Ace of Cakes  wooop! LOST!",positive
"Gettin some fuel, too bad no one is reading this!",negative
off to liverpool now!,neutral
loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,positive
" I was wondering about your sanity for a bit there, dear",neutral
 That`s very funny.  Cute kids.,positive
_vip bye bye beard,neutral
I be having a drink with Marc while Izzy is sleepin  woot woot!,neutral
" Awww, thanks Jon!  I appreciate that",positive
" Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",positive
Trying to save money for an iPod touch!,neutral
finally got to see you,positive
ahh sore throat and tired. want to go back to bed. but have work,negative
"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew`s graduation tonight! I remember when he was 2!",neutral
Missing how it used to be,negative
" You lucky girl. Tell me all about it, `kay?",positive
Recovering from a bad fall at lunch. Great start to the weekend.,positive
Two week extension on contract ... I`m ready for it to be done,neutral
"and it`s off to work I go, only 9.5 days until the kiddo`s finish",neutral
"  i love that show. I would totally go on Time Bandit #deadliestcatch TPG:'Love ocean, crab legs suspense'",positive
is now going to the hairdressers instead of running due to rain,neutral
isnt going to the movies!! i got grounded,negative
I have uncontrolable hic-ups right now that hurt,negative
has got a degree in BS.,positive
 not so good,negative
 agree completely. it`s all about attitude & chutzpah,positive
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,negative
lmfaoooo i **** love this showwwww,positive
I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,negative
Only have 80  followers... So sad.,negative
"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!",neutral
Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.,positive
At ihop with the besties..minus one  where`s the dr.???? At work of course,neutral
  what`s going on ?,neutral
Im a loner  haha suckss,negative
" THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",positive
Hitting the docks soon.,neutral
Pub crawling through NE pdx,neutral
 so make the most of it  enjoy,positive
add me on myspace?? www.myspace.com/pwnage_org  -> pcFOpc,neutral
 if mom gets paid...,neutral
 I would but I`m afraid I got two left feet,negative
and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,neutral
 did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,neutral
" Thanks for asking, Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain.",positive
is starving & has a chem quiz due at noon,negative
Welcome  #Follow #Freude,neutral
 you are one of my favorite musicians/artists ever!! Please keep up the great work John,positive
 You meanie! The one time you go to Lux and I wont be there!,neutral
"plan may changes , nooooooo",negative
 thanks for the follow! The love of your life is adorable,positive
" Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",positive
yea dude... 5`8'! really!?,neutral
 I forgot about it and I already ate lunch  so I guess I`m not going.,neutral
Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn`t like the fax part,neutral
Well hopefully the rest of the day gets better.,positive
" Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neutral
"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive
 haha yeah it was,neutral
 No flame wars on this weeks episode?,neutral
I want my real keys back,neutral
"meh, almost didn`t sleep, ain`t finished anything, I`m close to cancel the Dokomi",negative
Got the news,neutral
" Yeah, my dad calls me Taltal, but it was taken on AOL back in 96, so I added a K for my last name, coincidence is Tal Talk.",neutral
Where`s  poss   i miss him,negative
Ok so Jeff looks like he has a black eye!!,neutral
Enjoying my weekend with my sis  ****,positive
Just found out that they are running a lil behind.,neutral
 thanks  i love the word CRIKEY it`s like my sayin`,positive
"This really hurts. And this really sucks. I don`t know what I can do to fix all this, seriously.",negative
"Taking Horse Pills, hoping I can get some sleep tonight",positive
"the play`s over, it was really good",positive
I think you are super cute...,positive
" no, sir, they did not! i was amazed when i woke up this morning.",neutral
"poor me, JUST going to nap",negative
 took my computer in for a new dvd drive & screen wouldn`t come back on  Had to order new computer & wait...,neutral
and again http://twitpic.com/4wp8l,neutral
I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x,negative
: sorry forgot that,negative
 Yes...met Jon last yr at an interesting 'Questionning Agile' Agile 2008 session.  Don`t see him on this yr`s schedule.,positive
sleeping in my own bed tonight... at home!!,neutral
had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.  http://plurk.com/p/rrg18,positive
 u didn`t hit me up,neutral
started her new job today! aaand so stoked for may long..  and billy is awesome.,positive
juss dropped the wife off I love her so,positive
watching little bear,neutral
I`m emailing my best friend Deanna with my yahoo account. Emailing is FUN.  <3,positive
 Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral
put my dog to sleep  I love you abby RIP<3,neutral
    Whn r u goin to Europe?,neutral
"Just got finished watching marley and me, and I cried like a **** baby...I`m missing my beast like crazy!",negative
     I LOVE YOU GUYS! get your **** to australia in december for my birthday,positive
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive
  Is George still mending the car ?,neutral
My throat is killing me,negative
 aww noooo that doesn`t sound too great,negative
"'...you`ll never have to be alone; i love you, and that`s all i really know...'",positive
 TINK! (whatever the **** it means!!) from your JKUK girls! Show us some love! ;)  ****,positive
School can blow me. He looks nice today thoughh.,positive
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,neutral
" i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive
_sian lol. I don`t have the benefit of Sky+ and hubbie was watching them so had to sit thru it.,neutral
excited to see my cousins this week.,positive
" good girl, sarah. now we`ve got ourselves a club",positive
you know what it is to see people you love most in his country and could not get closer?,positive
 How are you today!?,neutral
 I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,positive
"Mary, Are you not receiving my texts????",neutral
" for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled",neutral
goodness gracious my chair broke,negative
i dont get it,neutral
 I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,positive
" Still waiting for a email  from MAX. So i consider no news, bad news.",negative
GOOD MORNING!!,positive
Ugh have to report again monday,negative
"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",positive
"50 Kayla-lee, i think your the only one that knows what that number means lol  x",neutral
  It should take you back to colorado where you belong,neutral
 thanks + agree  http://bit.ly/7vIKc,positive
Is sat in her PJs drinking tea and watching the Politics Show. Lovely,positive
ohh **** i just realized she still not talking to me  it b like dat some times..,negative
selling my drumset  sad day,negative
Time to turn the phone off and get a full nights sleep,neutral
I wish I could be AT work as opposed to being wit the kids cuz it`s the hardest job eva,negative
not a lonely day after all.,neutral
Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,neutral
 Merlin wasn`t too bad. Already watched it on BT of course,neutral
"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",positive
Twitter is sooo quiet today,neutral
 wow thats impressive! luckily im not in rush but i feel for friends who aren`t getting any younger but cant move house  tricky,neutral
 AHHH you follow the dark side too..  night,neutral
swoobs and swass.... why the hell is air not on TODAY when I am packing  blech,negative
_Cera That is so awesome  awwww.,positive
"_xD Si  pero parece que las personas de facebook no estan de acuerdo  (that was probably all wrong, but I tried...)",negative
" I love how Alex Pardee colours his picturs, so differnt",positive
Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,negative
Working at hop city. Gotta miss baseball,negative
"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",neutral
 No one to rub it in,neutral
 oh **** that sucks,negative
wants to welcome : back to Plurk again!  http://plurk.com/p/rp5po,positive
 whats the next movie review going to be? You`re like wossy of brum. Just more controversial,neutral
Not a good start to the day left my money at home . So i`ll hot a day me looking for free carparks,negative
I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,neutral
"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",positive
 i can`t believe it...,neutral
THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i`ll keep trying!!,negative
Alcohol makes me tired. And I miss and want him so much. It hurts,negative
 im only on 1800  lol,neutral
Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,negative
 oooooooh I KNO  EEEEEEEKKKKKKK!  ROCKS!! >,positive
chillin an havin a drink,neutral
 sorry but I`m not impressed in the slightest b/c u don`t eat ****..more like saddened and confused,negative
Dangit...cuz of this weather the house painting is going to be dragged out till next week.,negative
"  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",neutral
" im sure  s`okay, ill save my $$ and before u know it weiss will be mine.",neutral
_Songs I know  Especially since the summer is such a boring TV time to begin with.,negative
 I can understand the fear. I feel that way about many things. You really need motivation to overcome it. Mine was guilt,negative
 Thanks for the followfriday recommendation! We`re actually at @_careerbuilder_ though!,positive
 my gut feel says its gonna be a boy ababa,neutral
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,neutral
"I need a friend right now  , I feel like mmmm ... sosad",negative
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive
I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),positive
" dammit, no! one tweet from september, noodles is also taken",negative
fun day with boo. short but fun,positive
Everything is cool now. I wish the boy was able to talk.,positive
im almost to 300 updates. 200 more to goo,neutral
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,neutral
Sucky Sucky homework,negative
net .. net .. net ..  hmm. bad weather .. weird summer!,negative
"Ugh my neck really hurts  I`m out aquatards, xox",negative
"ohh. i didnt double tweet a while ago, did i? now i did.",neutral
"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",neutral
Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,neutral
 Same  also trying to get my house ready to sell... I can`t believe how much **** I own !,negative
 I think they are disgusting,negative
" Yep, ah, ****, I don`t wanna leave my warm doona to get a hot beverage...I guess I`ll just have to make do w/o it",negative
 I only saw urs by chance. Who else would have that name! Think I`ll b missing 2nite too.  Thank god for YouTube.,positive
"_C I can`t find the original on blip.fm and the Ex Models version, not so much...",negative
you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,positive
 i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,neutral
 then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,neutral
"just got home, talk",neutral
 Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,positive
Grrr..stupid internet connection ruined a great scrabble game,negative
****. Stephane doesn`t even feel sorry for me. Off to work then,negative
"_nickj07 Um....Nicks Voice,Smile,Eyes,Laugh,and Hes a Great Rolemodel",positive
"excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho.",neutral
Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,negative
 aww i know its my addiction!   awww i know sameee  !  its just more more more !,neutral
 probably...why not!,neutral
"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,neutral
"Up and breakfasted, about to jump in shower then heading off to the land of the black pudding for playoff part 2",neutral
the fact my room is so hot is making me feel sick,negative
" OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",positive
 That storm seems to be coming my way,neutral
missed the #jonaswebcast,neutral
 i wish i had friends i could spend the night with,negative
 theme tune? Your robin I`m BATMAN!,neutral
I will never eat broadway pizza again.. feelin ill.,negative
Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative
 smH daTs whacK,neutral
Doctors with mommy.,neutral
" Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",negative
good topics. and ciggarettes.,positive
Long night ahead.,negative
" so glad, I hope yall make it back down near New Orleans",positive
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",positive
 i know!  This season has just zoomed by!,neutral
goooodnight everyone!  and Happy Mothers Day to all the mothers out there.,positive
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,neutral
"_mcflyandjb in heaven, i`ll go everywhere",neutral
"im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks",negative
"Making a video for HitRecord... hope it comes out well, it`ll be my first record",positive
